xCell signatures/Sample ID,C3N.02149,C3N.02087,C3L.00368,C3N.00551,C3L.01890,C3N.01799,C3N.01405,C3L.00412,C3N.00579,C3N.01488,C3N.02588,C3N.00293,C3N.00294,C3N.00580,C3N.00549,C3N.02424,C3N.01842,C3L.01924,C3L.00279,C3N.00169,C3L.01889,C3N.02067,C3N.01021,C3N.00574,C3L.00009,C3N.02002,C3N.01413,C3N.01823,C3L.02345,C3N.00552,C3L.00140,C3N.01410,C3N.00433,C3L.02348,C3L.00094,C3L.00510,C3N.01074,C3L.00973,C3N.00547,C3L.00422,C3N.01414,C3L.00093,C3L.00001,C3N.02423,C3N.02587,C3N.00167,C3N.02155,C3N.00550,C3L.01683,C3N.00959,C3N.01489,C3N.01415,C3N.00737,C3N.00560,C3N.00203,C3N.02572,C3L.00144,C3N.00559,X11LU035,C3N.01024,C3L.01632,C3L.01682,C3L.00263,C3N.01071,C3L.02508,C3N.00199,C3L.02219,C3N.00180,C3N.00217,C3N.02000,C3N.01416,C3N.02729,C3N.01016,C3N.00572,X11LU022,C3N.00738,C3L.01330,C3N.02433,C3L.00083,C3N.02089,C3N.00223,C3L.00604,C3N.00546,C3L.00893,C3L.02365,C3L.02549,C3L.00095,C3N.01072,X11LU013,C3N.02422,C3N.02380,C3L.00080,C3N.00175,C3N.02379,C3N.00578,C3N.02158,C3N.02421,C3N.02529,C3L.02350,C3N.02586,C3N.00704,C3N.00556,C3N.02145,C3L.01862,C3N.02003,C3N.01030,C3N.02582,C3N.01023,C3L.00913,X11LU016
CD8+ Tcm,-1.1217336508667346,0.24493245872344438,-0.11724009214314116,-1.128627971189092,-0.8284651301610427,1.548902837923485,1.0447218852280147,-0.17957904531116514,0.48968576780332157,0.10951371338182317,-1.345319604994957,-0.16712494515517884,-0.3555701669833742,-0.5060926132190023,-0.947269753697401,0.644799980620943,-0.7621250474509684,1.1673169245911064,0.7657423154021537,-0.9219711795638619,-0.9777479992031104,-0.8522741771584385,-0.8110205406222871,-0.7744940252803211,-0.46099073429356047,-0.68580571334993,0.9037986978521576,-0.10464617323425926,-0.32622887568612313,-0.1283562347155369,-0.3726309732285612,-0.835796958304789,4.3085847835270705,1.7520213594512726,-0.010463169354027226,-0.4507983011190491,-1.17979084212369,0.8901519500907444,-1.0697193753733862,0.059902243924007614,-1.2713792685972807,-0.05960008181642099,-0.15281421581948837,1.4712515182039192,0.24451033706563105,-0.8961014635849807,-1.0980381953166127,0.25946785240136,3.4775332634864045,0.028737766733322675,0.7153703072489231,-0.793405399322571,1.434309528305984,-0.3280301745381205,0.9937582062557772,-0.46814851205663616,1.7981142911953802,0.35111237268135337,-0.4845087181158115,-1.0834873739120519,-1.0046512674624084,1.090289905924649,1.6433728479907472,-0.15365292719753693,0.3938814931341025,-0.6101230286316048,0.39117469985710634,-1.6140684485119283,-0.5414360634436708,0.25681361129417796,0.3154757878508458,-1.0428163272713136,-1.1099093280690169,-0.21576085168717135,-0.3488663755710501,1.2996413548523584,-0.3656495032985611,0.5321535490679503,-0.3273860044242272,-0.39620812481613354,0.7612610852956971,-0.14510547930543943,0.13780198473101474,-0.6729703806592312,-1.4901107314864048,0.20387348162904687,1.9018193511347552,0.2548491184792636,-0.5128658622442851,-0.855531363229297,-1.695696340373332,0.11208060814053825,-0.4135669304031848,-0.1932699360618191,-0.6454699348140066,0.6314820433735673,-1.1977585587476847,0.9972482005663207,2.2390280801552973,-0.5847172372375585,0.47001935277542883,0.04953308760047722,-0.4520510190897206,-0.1868735016039983,1.7580068497360202,-0.2618482122077958,0.3751412814517817,0.10314893865737959,0.29764838599255317,0.17577497292265623
CD8+ Tem,-1.2180781479457479,0.2805576079049252,0.1438378442668043,-0.4733290070207422,-0.4859331102228981,0.922972447168967,1.0262602579812334,-0.781235268713461,0.5274958250254881,0.06284775629571529,-1.6757010993741943,0.17652975015139044,-0.17193737918229354,0.28160402098229237,-0.2139975739571558,0.5523138849115223,-1.0729426416487342,1.1713339430784013,0.46563452599072086,-1.0075828972040355,-0.8936399405105748,-0.5318893463812853,-0.8213196347133405,-1.0853633812470267,-0.6552403074518529,-0.22712559995982684,0.5411402702100098,-0.056761346176744255,-0.3630038495365169,-0.06941834638672043,-0.6242450102795465,-1.1380029417875226,5.001309582924644,1.5466377578933341,-0.007275235593142233,-0.6999921249318495,-1.3521411117261881,0.5866568960669163,-0.8761453599880993,-0.6902637414494222,-1.01453035420099,-0.15073612727675087,-0.6143309745281209,1.4361305455266922,0.15264800710685172,-0.6362802883738243,-1.2195701434210997,-0.04055755647518971,3.6543637059149656,-0.7359902966082023,0.9728868670103361,-0.8696010189821227,0.8113100669266741,0.6832012376687657,2.0415902499237815,-0.5212743961111773,1.115770440741435,0.4569623655796881,-0.4818516918796826,-0.6297588753798332,-1.5248774853805733,0.9769162039018063,1.5020925275451684,-0.07747749442920629,-0.06356600726899257,-0.7582864677650399,0.3298525356175412,-1.4393147102961654,-0.3011778596662825,-0.1023307399304902,0.255274402745481,-1.0825106003472311,-1.0443115652987618,-0.3444845020803669,-0.15177021926742937,0.5019273539693381,-0.6194438788581357,0.4743917219773281,1.3941546447060957,0.3189941533940594,0.3756818948994812,-0.8441650233853402,0.6960308803853561,0.037044991377025986,-0.9161221378596041,0.11342457451329177,0.938304193775858,0.16478507485777888,-0.7006154401041668,-1.035606702833928,-1.2366206364643064,-0.3376517193196388,-0.047528717670604265,0.13011902300457848,-0.9584398029685838,0.32350010560121606,-0.6987676356106618,1.2215130355924353,1.3313560688775257,-0.31809077192368834,0.3054894035132671,0.31853623909694545,-0.8173011684445962,-0.07916141728493412,2.1952663765318627,0.06624461180325884,-0.31415389275821004,0.6536452382561052,0.6359712372046332,0.04831037344390748
CD8+ naive T-cells,0.23163957366009316,0.1627358350275257,-0.4022057120281164,0.041632481565001635,-0.5705517562254804,-0.44831181888824906,1.9997390119793428,-0.4707700799888175,0.3778536982733923,0.6866687497852365,-2.269206724637682,-0.044023728729146554,0.1888551034781834,0.8198000949369503,2.1623843800910514,0.15412454710233234,-0.6477623882819263,0.7012060127735201,-0.14712874511268792,0.05377030005322805,-1.6890915324985876,-0.7066454492586647,-0.2520056767644915,-0.01396249912382768,0.4166114774512832,-1.404523381715303,0.6662916907743581,0.19830228038155523,0.08772715417648837,-0.594901221478004,-0.7447932647816042,-0.17972072054192434,2.7269859601599555,1.7855613201099654,1.514145655307255,-0.4668368153892081,-0.37200574102307904,-1.4619220770042487,-0.04632426142321467,-1.0593214670166224,-0.6214968019668017,0.018545988938486673,-0.1396090609354932,0.29900951607265774,-1.2900645713386716,-1.8641441018413192,0.7442899659817412,0.8122172688291052,1.9253978762713668,-0.4835352146783911,0.2186408571074971,-0.24020628749746364,0.5694451202646498,0.19471604895761238,1.3971205205309079,-0.8932530000124964,1.679871245288431,0.6689979793018919,-1.0209550337247102,-0.5838461382040558,-0.7857543495021196,0.11605709295689001,1.23663458333859,1.3334982822245862,-1.1646025587888338,-0.627807782206357,-1.5136041540036138,0.018642472377194828,-1.2745270616659345,-0.09485817440438102,-0.5546946480556343,-0.2870307636181441,0.4799406074845272,-1.4023388239790002,0.5971620866102257,0.8124801519438404,-1.1561385428739979,-0.7519898240784119,-2.3709267537105148,1.9595494747277318,0.2993268153930866,1.0502286269817953,1.2336912025744415,0.3008431171408034,-2.070762346830324,-1.6722614818905042,1.1624148252164421,-0.13150031618117597,0.7130141136938362,-1.005856606398148,-1.6969842176225214,1.140242204812641,-0.7115556830433947,-0.2689934682471346,0.5971392726621381,-0.2361828196567659,0.124156619038835,0.8468755638356478,0.5841032218565468,-0.44332856059192977,-0.2518249470716158,0.8578382179316361,-0.31126515064035504,-0.22516234758157735,1.304769690656768,1.392570545574118,-0.8513988484077075,0.3666747930543916,0.43282872964089864,0.5255054768017271
CLP,-0.2926272288910226,0.5452283724399178,0.34304032624533176,-0.2161683956287329,-0.6379636478656725,-1.185296915078803,1.477104300008266,-1.1510349011861476,0.31564343370849696,0.036671098608572456,-1.5003762777779224,-0.25438302219914793,1.3521538687736034,1.534767735915324,1.6353845409356251,-0.6510281628281104,-0.29206803062767084,0.44522673290890924,-1.47062447050376,-0.09023743185448278,-0.23928407834193396,1.2678805630203367,-0.41391488659055353,0.974044525607545,1.2539769892323345,0.49659834381583434,-0.41112296630423384,0.38248648976896676,0.09847924343320678,-0.099825653203456,0.8004627004242856,0.2674973726044982,-0.49911914978439487,-2.1572990852836353,0.41007520680070564,0.675642438861051,1.6290885057028375,-0.7600469580861976,-2.264803627490152,0.2803248411659676,0.7027177813939053,0.5390185139347939,0.8257836080274066,0.01659943196868561,0.8043661904181132,-1.0519520474325732,0.46628724383367837,-0.36958377019431243,-1.8489403080757925,-0.5264151958582882,-0.8615685054274054,0.35373504863115124,-0.478706468076218,1.5176458862476294,1.134052801460283,-0.39809748934832667,-1.0568847963064376,-0.9629262907524736,0.7340804868089544,1.5405058868230395,1.290732791753496,-1.4952358428408266,-0.6985963865601333,1.3017500597858316,-0.3006399037241488,-1.184514685830187,-0.8145423227785878,-0.3496566491842942,-0.07165780055874257,1.2659830453597045,-0.8126992957189568,-0.5776198833082915,0.47181457233348906,-0.22901719229091808,0.8472377093334189,-2.306682450223299,0.12409144398909615,-1.253649724466253,-3.8042224159748907,1.6408715451147649,-0.3109247140135572,0.6553127921087163,1.328133235705677,-0.7627699614645453,-0.08794948044479377,-0.7111705832436828,-0.4083031883983983,-0.8048423800060622,0.3022714192545801,1.2476594478308223,-1.0921418465906714,0.5733223354202326,0.02666671183944606,0.06850523039499568,0.41163117988093634,-0.8249980500082982,-0.08984515524453744,1.4511881071477244,-0.8203215240468659,-0.6628092310426992,1.7267893895525954,0.695226706023134,0.007896295433947927,1.0565671451556828,0.20628688984894922,0.8595679047545017,0.7558617529928804,0.502432152696375,-0.7079014346697028,-0.3493585096091578
CMP,-1.8147181882504317,-0.038243560601968894,1.5319987716994117,-0.4609653496111059,0.11767199375930551,0.6384502289861248,-0.3651634714944848,0.6778641219285592,1.1678646092266565,0.9864651503940441,-1.187605870338274,-0.23121595318315047,-1.837192882968815,-0.5065723576853246,-0.9134451427586204,-0.5985990967961237,-0.5185268682179235,1.3250261906262868,-0.9421390639198141,-0.6520405612587697,-0.2961010252059868,0.21840779824806025,1.6404513369522915,-1.154689671325063,0.6000585744796826,-0.3970914602266205,-0.41302138677464606,-0.8267699362146265,-1.5007438523467742,0.9230761081383615,-1.1492825786337852,-0.47382980714154666,-0.32074138357111587,0.4392661420315195,-0.35391601759343216,0.06513700247945771,-0.13695336731495517,0.9123225078752647,-0.3489651336208035,-1.0768256286815707,-0.4671599775543215,0.28901135786409365,0.2879113006017462,-1.150115708231833,0.7096638111554413,-0.21138372342498973,-1.4472773025257375,-0.5783138160967505,-0.26999473483647607,0.35326473823586896,-1.1363360798385767,1.0191260710480916,1.076588047142227,-1.2010131469198744,-1.0200357826273103,-0.9877775008993817,0.3473236401333352,1.4668241234812325,0.4696735402677237,-0.6943769299395096,-0.9545854917361803,2.6412904965975565,0.8960207671686554,-1.0306580357436539,1.20018214026077,-0.5179654898210374,0.5924364536465199,-0.09761173624945543,-0.2700416082815513,1.194863499851182,0.0785357013796527,1.9460357550277692,-0.7633574794700064,2.042612203065616,-1.0501405692353523,0.13824362766633694,1.828333321526241,1.3791930213915025,0.41441114365474985,-1.331662216484716,0.5848866284373435,1.9947252620374094,0.8218379167782605,1.202750860334645,0.1268481942406814,-1.1561258045134315,-0.3968962225552183,1.7434753235549112,-1.4102707698938735,-0.2660914330970274,-0.20974420325942061,-0.17182291248828702,0.10743336041290319,-0.5140117990292927,-0.021391898972856826,-0.49602416082523676,1.4903424563966945,1.6566570123893802,2.353293329446874,-0.8670406789731789,-1.2585317182464126,-0.723154946915432,0.016120015997397208,-1.0567872924133386,1.2215013723302308,0.2770961866302692,-1.0286653999989164,-1.1796597831674485,-0.3264793738432141,-0.434707873133366
Chondrocytes,-0.7664903008720023,-0.5773013540081456,0.6525069616623339,0.4235385539572365,0.9530820296282881,0.45419234570671807,-0.798128741665259,1.1026419077484961,-0.5899757477170465,0.906362631313733,-0.7665330677812128,0.6538466141207595,-1.8164461281408057,-1.1332810751750044,-0.688350142494634,-1.5167962312741015,-0.5728541216320887,0.8134023362251126,1.760139775501805,-1.086114648393188,-0.17260605054163625,-0.346202225375522,1.6253119204788369,0.5242832867857452,0.5572280470139396,0.2500139435854675,0.25395741261276855,-1.1114601053286355,1.0229879202570145,-0.6664784149757663,-1.0314868335367813,-0.6724849553374922,-0.10114392164410704,-0.19960200853726925,0.26378820307240614,-1.1475523746454213,-1.2109310356365244,-0.1165610913723141,-0.07690849009723293,-1.3486731640478316,0.4970828287105311,0.8502678581525892,2.1419588590622474,0.17650849133709295,-0.5711601623097087,0.4425136135152872,-1.5186119409072047,-1.1321796960324133,1.691816978920792,-0.34324936985848775,0.8728222406583727,0.3163885640689997,0.29600075409618337,-0.9552113702286499,-1.1934081083707777,0.40017069522596327,-0.6896030291107856,0.06430046906022537,-0.3963069487086156,-0.6324293260104515,1.067409328522192,-0.2396247956998677,-0.050940875838682426,-1.0659064790263189,2.4732309104755696,0.907042067771918,0.10050358181548881,-0.4814774922620589,0.5643675855014063,1.3365313995537824,0.3763202206155536,1.8897491047465826,-0.22321706391724383,-0.7211429112613573,-0.46005535359300637,2.040872979722585,0.5682219362915272,1.8614117057154334,2.103491198214739,-2.9773267992846897,1.8424981928959103,0.11970590886941623,-0.41223550942946946,0.41294721668993084,-0.5776638051868618,-1.4842240807862332,1.2148686964877977,-0.055055907782889275,0.9872427037764658,-0.23043826942477433,0.29660475292224264,-1.467847313622673,0.22663129381632074,-1.1389049149388983,0.25054819298330716,-0.39863860622395997,1.3084825637405844,-0.35447601312299387,0.39969416531232643,0.13151138384170602,-1.5556141526279768,0.631588966746476,1.0372992617910217,-0.1692714022590181,-1.3103208775680208,-0.35808161291477897,-0.0005681085267795292,-0.7255280636207245,-0.4620649542780478,-1.248743016334716
Class-switched memory B-cells,-1.1448245387511025,0.8054965065034941,-0.008016723084839644,-0.7039175855631485,0.4445890056663398,3.183040490876022,-0.20340324681931113,0.5095104731038471,-0.29980540714280135,0.11698639870140647,-1.1905936813947628,0.8930456348748275,-1.188584869501866,-1.313039477371893,-1.784868293831467,1.4458410485738298,-0.3923776184749968,1.0071363382244927,0.5797719324523687,-1.4473141637327722,-1.0498330680720238,-0.21047012255336914,-0.4438393439597189,-1.3182483168151986,-0.5557295225767757,0.252253318142002,0.4675958098143154,0.5942427849608012,-0.05633201524587287,-0.1671717431626421,0.318665874041141,-0.9611077414211099,0.7133900501778803,2.1437772890545315,0.40311510678289353,-0.03767944584465371,-1.4569143290307898,2.092612818494121,0.5704279177454183,0.3639788079054533,-1.0816166032418093,-0.16833360406614756,0.46622314434273304,0.35625173652580594,0.44459770971491397,-1.1619204261430702,-1.3339563565953885,0.4457122792822574,1.9262757105045516,-1.3660464585709717,0.5004751377408928,-0.1435982432485317,1.5327133117073388,-1.4043528880506746,0.36431691621758067,0.23807936870329433,1.5661568441968188,0.4303925615447494,-0.4725744395671143,-1.3828240785046053,-1.9399320326694136,0.30578343369582034,1.6710756398475972,-0.4674533303172097,-0.37690049567104955,0.45434373957729784,0.035174452475235075,-0.37833381742283356,-1.6666148672094274,0.5963231660807874,-0.20590706159883246,-0.3213962669215593,-0.8758650700750058,-0.2283324480272923,-1.2618251289049591,1.0030003835048753,-0.311598500674401,0.5764869968717553,2.733527763697596,-0.828053433033894,1.4201690061980579,0.2502893394514405,-0.42420321111620074,0.08956619684649728,-0.470483748076127,-1.0920477808494948,2.290585712758814,0.8817720508281435,-0.3032449169575402,-0.14875011928488563,-0.7022480032522295,-0.07121688016487271,0.4092149992602105,-0.8869990311863102,-0.5087544795531082,0.43420103626845546,-0.7213000693226109,0.24688772928378028,2.3856543669630326,-0.45839997536047,-1.0345589971223588,-0.30564179291079546,-0.5426358797979859,-0.18091820487599072,0.2754380195626897,0.20875126067259833,0.4563098080159695,0.6478815053209469,-0.5756650694012984,-0.8105339696600827
DC,-0.7703646586998233,2.238422784447519,1.001940004015123,-0.6641987846069236,-1.5544267190810392,1.0438018373800055,-0.4373138639626749,0.2104260626036868,0.26614986393384144,1.4203145460312976,-1.4910037244942473,-0.4196543519152764,0.3661452673896855,-0.7321855659799658,-2.7664937429600838,1.0538242099956057,-0.8549200462033362,0.01650057351117815,0.894236732310515,-0.6102373215851699,-0.730044343524333,1.4331075466944736,-0.014694805465836366,-0.9634956844671201,0.22208865398145847,0.6079215785592663,0.6298175716074793,-0.6411896083075356,-0.30788278439465633,0.8474468378952811,0.7550091544825545,-0.9312818583118551,0.9556929607640869,1.391375313472167,0.1669706344100747,-1.227878678649777,-1.1374912604221545,2.151720239283338,-0.9330598449025966,-1.225332597967095,-1.5252983182075257,1.2513354484190662,1.5398006674675848,0.5492693950168859,0.764057392120333,-0.07202916063424111,-1.8165036162219648,-0.6765154962966002,1.949160479224923,-1.07707483950953,0.612230933359353,-0.3043701782738105,-0.6015620857094248,-0.6160128037507493,0.7039307498015995,0.5753011323400548,-0.8698917471603995,0.1167909211672613,1.2340394800255856,-0.7241805378251565,-0.45417463135514635,0.9658775082018967,0.6832378364807823,-1.0082804288906717,0.2660418067605472,-0.6751619485435131,1.504807231709645,-2.414862735906394,-1.8579952153982655,-0.04384614065034491,0.4713652580632291,-0.35466013373015115,-1.1496758899526918,1.1629957605739225,0.03122125204688396,0.16196068984889736,0.8859096464090466,1.7713743255328769,-0.07726427304235262,-1.4513883029375225,0.8275236995043128,0.3048376242920142,0.32809017349413794,1.6371083995759192,-1.3747267008285668,-0.9085205769541824,0.611408401714945,-0.6738363422249593,-0.9574439831252363,-0.6251272714246788,0.19970844645689245,-0.37498063379796576,-0.6562272781530955,0.47243707809645397,-0.09161111572741457,0.6149819309975222,0.19956534586543817,0.20000752457328347,1.7062580562144223,-0.9418769800989377,-0.26943512349840415,0.45087689287224164,0.462849622546697,-0.7747065944502305,0.934563792643048,1.4615447518847355,-0.1614747410210719,-0.37114723032936037,-0.4911854092250163,-0.42918331731411696
Endothelial cells,0.26394671665029346,0.2244661819356472,0.17479074780361398,1.1546010752679436,1.993245898936105,-0.13130040576146682,-0.2936294443118746,1.837221464110881,0.7284549970898055,0.30231303873015947,-0.39990500084107006,-0.011974046560381865,-0.5637322856048096,-0.6857851665976864,-0.47242832680269653,-0.12687962251972862,-0.33298432887186397,0.38400357751999586,-0.34496368622039664,0.23673333568928895,0.6578372995372086,-0.16967590197674995,2.248433460606343,0.32027023624676615,0.48398878698993564,-1.4746469529738109,0.7865899593445256,-0.06619808541761057,0.306136964497333,-0.6996133241015002,-0.871584956856199,-0.2937708569777888,-0.008183459573049084,-0.20085659071072,-0.013836803663066439,-2.185997709545851,1.4864406002979547,-0.1921504455376201,-0.6990503413932644,-1.1344685648750539,0.6197876460454627,0.3161239227238014,-1.4685990259213029,-0.2681154610588033,-1.0958479996883714,-0.18220948457735026,-0.7989323252967327,-0.13825799273484313,0.8446304584975524,0.9011828528898529,0.9754538252788294,-0.734513592704541,0.17189289240536137,-0.2092136887996196,0.00659984376173589,-0.4399520742559717,0.7480039819682035,-0.1307717418182549,0.7624704063903859,-0.4027439357326886,0.13227739298732882,0.8227759805532127,-0.06771950521995244,-0.035708179490755776,3.0973305951043573,-0.31278292496175064,-0.037182098616401614,-0.08166004015028934,-0.5290454735831787,-0.45015848696107885,0.7417097211011372,-1.5590477676657155,-0.0430294079201187,-0.008779145919430029,0.3314925217125074,3.6315222158288623,-0.3399938134750294,-0.939078668245435,4.696287845904667,-1.9112382119612128,-1.125667632647998,-1.1683927355476282,-0.46793985115036196,-1.405116440624217,-0.5721975876681666,0.3787535005773687,0.6430012755524279,-0.7085005251837064,0.09400424857825211,-0.6729375846521232,-0.8988949551817064,-0.7560945660620433,1.1714743398841339,0.49741003931499345,-0.16088370413318734,-0.9730757954958889,-0.35046623805824595,-0.4905490870788705,0.019250278972624598,-0.7873041355521587,-0.3484907391935376,-0.010496205712556795,-0.9424772937594379,0.167455437858997,-0.06665963012669418,0.6643841578072908,-0.9232711414156514,-0.1819491226846553,1.1879583266927427,-0.6431457232638332
Eosinophils,0.6029483560752712,0.07907892193706245,-0.6863006452980039,0.43894680738042285,0.26243803121415393,0.4652142629470363,-0.5179664886937908,0.36835031120590744,0.18687712953381233,1.1279684598095479,0.1403191319712434,-0.10174567406023381,-1.6179307353939865,-1.6384809189680483,-1.7090666847699647,0.6475703970282327,-1.077975180634941,-0.319209027098965,-0.8934508944085459,1.4326527323266627,-0.2909387261214669,-0.42078858683205994,-0.5352232355908291,-1.1094616195331366,-0.8603767029785501,-0.8910991970596317,0.8812308283962761,-0.7962010915148411,-0.9935887910289306,0.681973651385034,-0.24197495140129005,1.4607295821419592,0.02334854586700565,0.125205595321984,2.516579235935852,-1.8726074923290434,-0.31492562297835613,1.0018941209246726,1.7345789260910744,-0.3714374105981874,1.0709735449117432,-1.4548475936051601,-1.1719632783667049,-0.35174009414622126,0.21954360420361144,-0.21712234393427762,-0.9329212611514116,0.11455651550715368,1.9786465262457522,-0.3998133894861807,1.8571869319694982,-0.49610657798583463,-0.007679739172477183,1.6272050399431632,-0.5029091885855184,-1.4007735473353862,-0.4392151354445201,-0.6512230960589387,-0.3265299439886022,-0.44533035640120266,-0.9316196694559319,0.17184081632404868,1.1428103204472082,-1.0103064598065246,0.1271168357893404,-0.10539816898177036,-1.1197411134842046,0.1664021851223015,0.9420663086928858,-0.9032700884790332,-0.8478296540074688,-1.3738991357755699,0.13238506849665369,0.6244260442940364,-0.2344740064630469,2.2240644497323756,0.17246631177557184,0.6315363048932013,3.6303130653374986,-1.9325595220393628,0.19882299960165284,-0.2752774432164792,-0.457110672278325,-0.7499856266399135,1.498577054304162,0.47160634438260873,1.3019229970069885,-0.5974237268639006,-0.9065474440169297,-0.696181375197237,2.061697130131392,0.35222161796814505,0.1402553907021859,0.9058533278627046,-0.8165146505296824,-0.7340778842979072,0.8269541498364384,0.3849744444437813,1.1914358404986927,-0.04637792225649599,-1.4253693038179456,-0.3805118071595131,-0.08596481585596147,-0.47713834272432004,0.16461507235039644,0.01541581342593928,-0.3701933363802572,1.2409023169882438,0.4850370605807253,0.2849609314195629
Epithelial cells,-0.25009146206784094,-0.4624103455623251,0.5823607261386886,0.794590292020703,1.2833238646678176,-0.09124026850393444,-0.13396792108480893,-0.9067234525619384,0.050370005783841015,-0.5360054790898643,0.3837952017131166,1.2531218001800777,0.7249071519520004,0.6204202922675338,-4.400426257330287,-0.38757989948932037,0.5752617363790882,-0.003296716349343094,0.4518225056906673,0.2073490557344067,0.15045637618591437,0.15326219683126674,-0.0890015708477135,0.11604811191080146,-0.11480642294807422,0.18207540052083293,-1.4059871131332469,-0.6772460530396525,0.5353978728908776,0.7270273386628252,-0.1195519482796663,-0.10920069543124732,-3.824818977867846,-0.20500606077777636,-1.6464284436084609,-0.061194044151433626,0.4186216432560519,0.6403668642511917,1.3144861477247234,0.12718634506743293,-0.026570850151716747,0.2721314769208269,-1.1439243330693707,0.7236535567275179,0.7603507737624319,0.8197391352401486,-0.46191493767255076,0.1192825609110775,-2.804268607436385,1.9054056861875557,0.664832766332244,0.0537412371252163,-3.1229790976268874,0.023630386816064157,0.8370303154219799,0.45126483718487004,0.12027663172958868,-0.9927021058312556,-0.12787467114417533,0.4885759444845464,0.5759858168511655,-0.004477590133449216,1.0090690898620618,0.9167485275194494,-0.36198299767554837,-0.2488158335188732,0.736459377923079,-2.2495900016335835,-0.20314893185391877,-0.8554245077948914,0.0021147564541008877,-0.22591397189509788,-0.9411694002428227,0.356356237124572,-0.35344066897203325,-1.9491941412675562,-0.38197001783039164,0.06402806996638964,-0.9427772660434138,-1.576919315790665,-0.3858343628933585,0.16809495290909965,0.7341815640887128,0.2618786462592642,1.0056515398670764,1.9071667544225916,-0.22669028060876528,-0.12611470639373007,-0.2226423053747486,0.8742804071107279,0.6663788267242788,-0.7136175468645884,0.03784889017892232,0.8584161549059951,1.1996654368125734,-0.3339310330615792,0.9156207599523097,0.19494395448787483,-0.11880654400258611,0.529185235638663,0.6977107408712618,0.12986378142874458,0.5782301903435989,0.7740471276385508,0.2977082752095298,1.0853891795044568,0.4820403036243944,-0.2192670668282486,0.22251269419182307,0.9332026951919473
Erythrocytes,-0.3697883470701956,0.4137084726355044,-0.7378814233437404,0.2824901161305335,-0.545976447686844,0.7894775436223289,1.3433364650393322,-0.44693550882893146,1.2957370571162663,-0.5361019419624296,0.27806946550722705,-0.5883241264113153,1.842245851221908,1.1376814674442375,1.8637445771718646,0.47002225168082307,0.31204837831542753,-0.32990021366224614,-0.3401420127765796,1.0607274154508222,-0.544759478222551,-0.871916484259098,-0.8730745345911746,0.44511987663154107,-0.3498577388346219,-1.0923769183370293,-0.6381151335380164,0.27341615691876103,-0.2606794988134928,-0.44541277875406504,-0.278774524993069,0.8819033414683403,-0.6915804195966301,-1.4156574676130014,0.6744967381068366,1.5700119072992371,0.7593855687229344,-1.62382202913776,0.137035126210872,-0.34166738500534927,0.061169398450391134,-0.25765796759842474,-0.5093909732880665,0.3348568457501228,-0.631745565379997,-1.7177132642653528,1.907176813048811,0.28549618647800085,-0.9575778213533669,-1.7730643192648994,-0.09794237940329703,0.7544877289241965,0.8013089208476857,1.4452297923946167,1.5130059865164562,-0.1385138788386967,1.0350265013726856,0.09810782222707377,1.1128498941549392,0.806621989170145,-0.4396386079123319,-0.6049577837164978,-1.6048880481145924,0.9975689481976606,-1.4175765070679534,0.15779138543415377,-1.0277091777479244,0.6256592907044005,0.7906760305366194,-1.1781411659132397,0.6913374468976454,1.4252741039009202,0.68567446858188,0.18415530756572063,1.4853445506161598,-1.9506427472571302,-0.9529889756315852,-1.4645809285498315,-1.2257332906225322,2.4038239195241227,-0.8641273037623008,0.23431005174496017,0.05556877113545569,0.10552337695571014,0.4041166331089876,-1.09093707672423,-0.9154146512847233,0.353942002050098,0.9126840165794655,-0.6490812418340668,-1.535348371662689,1.6313466108383472,-1.011544840588544,-0.1568234249109354,-1.045819343582122,0.4148309307580216,-1.6100263275644937,0.317128028454009,-1.4127892554504273,-1.1152438097662338,0.3453037911036491,-0.4254321416750132,-2.039903411152405,0.9927230326570091,2.339270530936945,0.46858455717099673,-0.40939635838172217,0.12311852835106452,0.9416246284127185,0.4817187754571582
